person_id,full_name,date_of_birth,gender,state,city,aadhaar,pan,occupation,risk_role
PERSON_00439,Deepak Patnaik,1970-02-19,Male,Odisha,Bhubaneswar,388753697057,HNLTI6771Q,Warehouse Assistant,network_associate
PERSON_00440,Subhash Dutta,1990-03-20,Female,West Bengal,Kolkata,460710950177,BIAYC1259T,Office Assistant,network_associate
PERSON_00441,Ramesh Kumar,1997-09-03,Female,Tamil Nadu,Chennai,139488540295,GSAYR6601U,Broker,civilian
PERSON_00442,Anil Kumar,1970-08-24,Female,Tamil Nadu,Chennai,857643192643,GQYWO4190G,Consultant,network_associate
PERSON_00443,Rakesh Patel,2000-12-23,Male,Gujarat,Ahmedabad,945337069450,LUXVT6936D,Broker,civilian
PERSON_00444,Manoj Singh,1994-07-04,Female,Uttar Pradesh,Noida,106772782642,LHSKR3583P,Consultant,civilian
PERSON_00445,Vikas Sahu,1965-07-19,Female,Chhattisgarh,Raipur,007236581917,VDVTV6968E,Teacher,civilian
PERSON_00446,Amit Ghosh,1962-03-24,Female,West Bengal,Kolkata,465596225295,NYELE9514U,Clerk,civilian
PERSON_00447,Karthik Rao,1966-02-05,Female,Telangana,Hyderabad,627842790708,SNFTV7923F,Office Assistant,civilian
PERSON_00448,Rakesh Rao,1981-03-05,Male,Goa,Panaji,073035702389,SCYOQ5018S,Accountant,civilian
PERSON_00449,Akash Kamat,1970-11-09,Male,Goa,Panaji,976694204577,RPYTI8397U,Student,network_associate
PERSON_00450,Rohit Prasad Kumar,1975-12-12,Male,Uttar Pradesh,Noida,787956774204,JNMYM5850J,Shop Owner,civilian
